Data,Turno,PEvento,FreqPEvento,DuracaoPEvento,SEvento,FreqSEvento,DuracaoSEvento,Somatoral,Dds,Maquina,Meta,Dds2,ID,IE,IQ,OEE
2025-03-27,2,OPERANDO,27,15081.0,ProblemasProcesso,11,4000.0,32760.0,5.0,Maquina Alpha,65.0,quinta-feira,48.71,96.15,100.0,46.83
2025-03-27,3,OPERANDO,19,9441.0,TURNO NÃO PLANEJADO,3,4463.0,20160.0,5.0,Maquina Alpha,65.0,quinta-feira,60.15,99.29,100.0,59.72
2025-03-27,1,OPERANDO,27,19062.0,ProblemasProcesso,13,3619.0,30600.0,5.0,Maquina Beta,65.0,quinta-feira,66.77,117.06,100.0,78.16
2025-03-27,2,OPERANDO,24,19856.0,ProblemasProcesso,15,3062.0,30600.0,5.0,Maquina Beta,65.0,quinta-feira,68.94,124.19,100.0,85.62
2025-03-27,3,OPERANDO,18,12228.0,ProblemasManutencao,6,3390.0,25200.0,5.0,Maquina Beta,65.0,quinta-feira,52.82,110.65,100.0,58.45
2025-03-27,1,OPERANDO,22,26209.0,ProblemasProcesso,13,2423.0,33480.0,5.0,Maquina Gamma,67.0,quinta-feira,82.74,103.31,100.0,85.48
2025-03-27,2,ProblemasManutencao,1,21540.0,OPERANDO,9,4932.0,32760.0,5.0,Maquina Gamma,67.0,quinta-feira,15.43,81.57,100.0,12.59
2025-03-27,3,TURNO NÃO PLANEJADO,1,20160.0,,,,20160.0,5.0,Maquina Gamma,67.0,quinta-feira,,,,
2025-03-27,1,OPERANDO,28,24664.0,ProblemasProcesso,14,2148.0,33480.0,5.0,Maquina Delta,65.0,quinta-feira,77.84,112.91,100.0,87.89
2025-03-27,2,Oportunidadesdemelhoria,1,31801.0,TROCA DE TURNO / LIMPEZA,1,959.0,32760.0,5.0,Maquina Delta,65.0,quinta-feira,0.0,,,
2025-03-27,3,OPERANDO,13,11352.0,ProblemasManutencao,4,2824.0,20160.0,5.0,Maquina Delta,65.0,quinta-feira,61.46,100.18,100.0,61.57
2025-03-27,1,OPERANDO,18,19819.0,Oportunidadesdemelhoria,3,2900.0,33480.0,5.0,Maquina Epsilon,63.0,quinta-feira,62.56,139.88,100.0,87.51
2025-03-27,2,OPERANDO,23,19345.0,REFEIÇÃO,1,2844.0,32760.0,5.0,Maquina Epsilon,63.0,quinta-feira,62.48,92.25,100.0,57.64
2025-03-27,3,OPERANDO,13,11591.0,ProblemasManutencao,6,2834.0,20160.0,5.0,Maquina Epsilon,63.0,quinta-feira,62.2,98.37,100.0,61.19
2025-03-27,1,OPERANDO,17,14816.0,ProblemasProcesso,9,2737.0,30600.0,5.0,Maquina Zeta,68.0,quinta-feira,51.44,107.39,100.0,55.24
2025-03-27,2,OPERANDO,34,16276.0,Oportunidadesdemelhoria,1,3410.0,30600.0,5.0,Maquina Zeta,68.0,quinta-feira,56.52,97.07,100.0,54.86
2025-03-27,3,OPERANDO,23,12811.0,ProblemasManutencao,5,2743.0,25200.0,5.0,Maquina Zeta,68.0,quinta-feira,54.23,94.82,100.0,51.42
2025-03-27,1,OPERANDO,24,21882.0,Oportunidadesdemelhoria,2,2157.0,33480.0,5.0,Maquina Eta,68.0,quinta-feira,66.98,106.39,100.0,71.26
2025-03-27,2,OPERANDO,24,19445.0,ProblemasProcesso,7,1973.0,32760.0,5.0,Maquina Eta,68.0,quinta-feira,63.45,88.29,100.0,56.02
2025-03-27,3,OPERANDO,10,10701.0,ProblemasManutencao,2,4318.0,20160.0,5.0,Maquina Eta,68.0,quinta-feira,58.03,105.61,100.0,61.29
2025-03-27,1,OPERANDO,23,24178.0,ProblemasProcesso,14,2988.0,33480.0,5.0,Maquina Theta,69.0,quinta-feira,76.32,105.58,100.0,80.58
2025-03-27,2,OPERANDO,24,19397.0,ProblemasProcesso,12,3468.0,32760.0,5.0,Maquina Theta,69.0,quinta-feira,62.65,104.1,100.0,65.22
2025-03-27,3,OPERANDO,17,10064.0,ProblemasManutencao,2,4348.0,20160.0,5.0,Maquina Theta,69.0,quinta-feira,54.81,102.76,100.0,56.32
2025-03-27,1,OPERANDO,17,17364.0,ProblemasProcesso,5,2785.0,33480.0,5.0,Maquina Iota,68.0,quinta-feira,54.81,101.6,100.0,55.69
2025-03-27,2,OPERANDO,19,17625.0,PREPARAÇÃO,6,5477.0,32760.0,5.0,Maquina Iota,68.0,quinta-feira,57.08,98.22,100.0,56.06
2025-03-27,3,TURNO NÃO PLANEJADO,1,20160.0,ProblemasProcesso,0,0.0,20160.0,5.0,Maquina Iota,68.0,quinta-feira,,,,
2025-03-27,1,OPERANDO,16,19288.0,PREPARAÇÃO,5,4578.0,33480.0,5.0,Maquina Kappa,65.0,quinta-feira,60.88,108.7,100.0,66.18
2025-03-27,2,Parada planejada,1,12978.0,OPERANDO,12,9707.0,32760.0,5.0,Maquina Kappa,65.0,quinta-feira,53.97,111.17,114.81,68.88
2025-03-27,3,TURNO NÃO PLANEJADO,1,20160.0,AGUARDANDO CHEFE/PREPARADOR/ENGENHARIA,0,0.0,20160.0,5.0,Maquina Kappa,65.0,quinta-feira,,,,
2025-03-27,1,OPERANDO,17,14280.0,Parada planejada,1,4461.0,33480.0,5.0,Maquina Lambda,55.0,quinta-feira,53.01,148.45,100.0,78.69
2025-03-27,2,Parada planejada,1,32760.0,CARGA E DESGARGA DE MATERIAIS,0,0.0,32760.0,5.0,Maquina Lambda,55.0,quinta-feira,,,,
2025-03-27,3,TURNO NÃO PLANEJADO,1,20160.0,,,,20160.0,5.0,Maquina Lambda,55.0,quinta-feira,,,,
2025-03-27,1,Parada planejada,3,27143.0,OPERANDO,5,2940.0,33480.0,5.0,Maquina Sigma,60.0,quinta-feira,46.39,34.47,100.0,15.99
2025-03-27,2,Parada planejada,1,32760.0,,,,32760.0,5.0,Maquina Sigma,60.0,quinta-feira,,,,
2025-03-27,3,TURNO NÃO PLANEJADO,1,20160.0,,,,20160.0,5.0,Maquina Sigma,60.0,quinta-feira,,,,
2025-03-27,1,OPERANDO,12,12052.0,PREPARAÇÃO,6,4571.0,33480.0,5.0,Maquina Omega,65.0,quinta-feira,38.04,115.94,100.0,44.1
2025-03-27,2,OPERANDO,19,18219.0,REFEIÇÃO,1,2655.0,32760.0,5.0,Maquina Omega,65.0,quinta-feira,58.92,112.27,100.0,66.15
2025-03-27,3,OPERANDO,10,6202.0,ProblemasManutencao,2,3490.0,20160.0,5.0,Maquina Omega,65.0,quinta-feira,33.32,101.24,100.0,33.73
2025-03-28,1,OPERANDO,25,15438.0,AGUARDANDO CHEFE/PREPARADOR/ENGENHARIA,3,2478.0,33480.0,6.0,Maquina Alpha,65.0,sexta-feira,48.73,97.02,100.0,47.28
2025-03-28,2,OPERANDO,22,15260.0,REFEIÇÃO,1,3240.0,32760.0,6.0,Maquina Alpha,65.0,sexta-feira,49.29,84.36,102.98,42.82
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,ProblemasProcesso,0,0.0,31560.0,6.0,Maquina Alpha,65.0,sexta-feira,,,,
2025-03-28,1,OPERANDO,24,12281.0,PREPARAÇÃO,4,2963.0,30600.0,6.0,Maquina Beta,65.0,sexta-feira,43.53,104.09,100.0,45.31
2025-03-28,2,OPERANDO,19,14949.0,REFEIÇÃO,1,3131.0,30600.0,6.0,Maquina Beta,65.0,sexta-feira,51.91,117.64,100.0,61.07
2025-03-28,3,OPERANDO,24,17145.0,ProblemasManutencao,1,2538.0,25200.0,6.0,Maquina Beta,65.0,sexta-feira,75.64,115.51,100.0,87.37
2025-03-28,1,OPERANDO,13,14168.0,Parada planejada,2,8639.0,33480.0,6.0,Maquina Gamma,67.0,sexta-feira,61.49,90.12,100.0,55.41
2025-03-28,2,Parada planejada,1,32760.0,OPERANDO,0,0.0,32760.0,6.0,Maquina Gamma,67.0,sexta-feira,,,,
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,,,,31560.0,6.0,Maquina Gamma,67.0,sexta-feira,,,,
2025-03-28,1,OPERANDO,14,16776.0,PREPARAÇÃO,6,4563.0,33480.0,6.0,Maquina Delta,65.0,sexta-feira,52.98,97.73,100.0,51.78
2025-03-28,2,OPERANDO,16,20654.0,REFEIÇÃO,1,3083.0,32760.0,6.0,Maquina Delta,65.0,sexta-feira,66.71,115.3,100.0,76.92
2025-03-28,3,TURNO NÃO PLANEJADO,2,26143.0,OPERANDO,4,4291.0,31560.0,6.0,Maquina Delta,65.0,sexta-feira,81.95,,,
2025-03-28,1,OPERANDO,18,24204.0,ProblemasProcesso,14,2153.0,33480.0,6.0,Maquina Epsilon,63.0,sexta-feira,76.43,98.87,100.0,75.57
2025-03-28,2,OPERANDO,16,9094.0,PREPARAÇÃO,5,6397.0,32760.0,6.0,Maquina Epsilon,63.0,sexta-feira,29.37,69.8,100.0,20.5
2025-03-28,3,TURNO NÃO PLANEJADO,1,22759.0,OPERANDO,8,2958.0,31560.0,6.0,Maquina Epsilon,63.0,sexta-feira,34.33,,,
2025-03-28,1,OPERANDO,26,20172.0,ProblemasProcesso,11,2247.0,30600.0,6.0,Maquina Zeta,68.0,sexta-feira,70.04,109.46,100.0,76.67
2025-03-28,2,OPERANDO,23,16293.0,Oportunidadesdemelhoria,1,4397.0,30600.0,6.0,Maquina Zeta,68.0,sexta-feira,56.57,105.54,100.0,59.7
2025-03-28,3,OPERANDO,27,18722.0,REFEIÇÃO,1,1802.0,25200.0,6.0,Maquina Zeta,68.0,sexta-feira,84.11,103.03,100.0,86.66
2025-03-28,1,OPERANDO,29,17672.0,PREPARAÇÃO,3,2039.0,33480.0,6.0,Maquina Eta,68.0,sexta-feira,55.78,93.42,100.0,52.11
2025-03-28,2,MANUTENÇÃO CORRETIVA,1,11049.0,OPERANDO,16,9639.0,32760.0,6.0,Maquina Eta,68.0,sexta-feira,29.97,82.67,100.0,24.78
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,AGUARDANDO FERRAMENTARIA,0,0.0,31560.0,6.0,Maquina Eta,68.0,sexta-feira,,,,
2025-03-28,1,OPERANDO,19,20898.0,ProblemasProcesso,14,2377.0,31042.0,6.0,Maquina Theta,69.0,sexta-feira,71.47,108.8,100.0,77.76
2025-03-28,2,OPERANDO,38,22957.0,REFEIÇÃO,1,1754.0,32760.0,6.0,Maquina Theta,69.0,sexta-feira,74.04,94.57,100.0,70.02
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,ProblemasProcesso,0,0.0,31560.0,6.0,Maquina Theta,69.0,sexta-feira,,,,
2025-03-28,1,OPERANDO,15,22880.0,REFEIÇÃO,1,1855.0,33480.0,6.0,Maquina Iota,68.0,sexta-feira,72.22,108.94,100.0,78.68
2025-03-28,2,OPERANDO,15,15716.0,Parada planejada,1,6918.0,32760.0,6.0,Maquina Iota,68.0,sexta-feira,65.37,102.86,100.0,67.24
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,Parada planejada,0,0.0,31560.0,6.0,Maquina Iota,68.0,sexta-feira,,,,
2025-03-28,1,OPERANDO,13,11250.0,ProblemasManutencao,2,4488.0,33480.0,6.0,Maquina Kappa,65.0,sexta-feira,35.52,100.68,100.0,35.76
2025-03-28,2,OPERANDO,14,23368.0,ProblemasProcesso,10,2860.0,32760.0,6.0,Maquina Kappa,65.0,sexta-feira,75.48,112.15,100.0,84.65
2025-03-28,3,TURNO NÃO PLANEJADO,2,17724.0,OPERANDO,9,11630.0,31560.0,6.0,Maquina Kappa,65.0,sexta-feira,84.06,108.92,100.0,91.56
2025-03-28,1,Parada planejada,1,33480.0,,,,33480.0,6.0,Maquina Lambda,55.0,sexta-feira,,,,
2025-03-28,2,Parada planejada,1,32760.0,,,,32760.0,6.0,Maquina Lambda,55.0,sexta-feira,,,,
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,,,,31560.0,6.0,Maquina Lambda,55.0,sexta-feira,,,,
2025-03-28,1,Parada planejada,1,33480.0,,,,33480.0,6.0,Maquina Sigma,60.0,sexta-feira,,,,
2025-03-28,2,Parada planejada,1,32760.0,,,,32760.0,6.0,Maquina Sigma,60.0,sexta-feira,,,,
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,,,,31560.0,6.0,Maquina Sigma,60.0,sexta-feira,,,,
2025-03-28,1,OPERANDO,12,10174.0,ProblemasProcesso,2,8659.0,33480.0,6.0,Maquina Omega,65.0,sexta-feira,32.11,117.44,100.0,37.71
2025-03-28,2,OPERANDO,16,10427.0,ProblemasManutencao,2,3739.0,32760.0,6.0,Maquina Omega,65.0,sexta-feira,33.69,102.28,100.0,34.46
2025-03-28,3,TURNO NÃO PLANEJADO,1,31560.0,AGUARDANDO FERRAMENTARIA,0,0.0,31560.0,6.0,Maquina Omega,65.0,sexta-feira,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Alpha,65.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,52920.0,,,,52920.0,7.0,Maquina Alpha,65.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,30600.0,OPERANDO,0,0.0,30600.0,7.0,Maquina Beta,65.0,sabado,,,,
2025-03-29,2,PRODUÇÃO SEM ORDEM,25,17098.0,FIM DE SEMANA,26,13502.0,30600.0,7.0,Maquina Beta,65.0,sabado,100.0,,,
2025-03-29,3,OPERANDO,23,15687.0,FIM DE SEMANA,3,4439.0,25200.0,7.0,Maquina Beta,65.0,sabado,83.55,107.55,100.0,89.86
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Gamma,67.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Gamma,67.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Gamma,67.0,sabado,,,,
2025-03-29,1,OPERANDO,14,11279.0,FIM DE SEMANA,1,3633.0,22080.0,7.0,Maquina Delta,65.0,sabado,67.75,155.12,100.0,105.09
2025-03-29,2,FIM DE SEMANA,1,32760.0,Oportunidadesdemelhoria,0,0.0,32760.0,7.0,Maquina Delta,65.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Delta,65.0,sabado,,,,
2025-03-29,1,ProblemasProcesso,3,5801.0,OPERANDO,10,4861.0,22080.0,7.0,Maquina Epsilon,63.0,sabado,29.11,54.58,100.0,15.89
2025-03-29,2,FIM DE SEMANA,3,28470.0,OPERANDO,5,3730.0,32760.0,7.0,Maquina Epsilon,63.0,sabado,86.95,67.02,100.0,58.27
2025-03-29,3,OPERANDO,15,16235.0,REFEIÇÃO,1,1794.0,20160.0,7.0,Maquina Epsilon,63.0,sabado,92.15,94.08,100.0,86.69
2025-03-29,1,FIM DE SEMANA,1,30600.0,AGUA/BANHEIRO,0,0.0,30600.0,7.0,Maquina Zeta,68.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,2,13311.0,OPERANDO,12,12966.0,30600.0,7.0,Maquina Zeta,68.0,sabado,83.94,111.4,100.0,93.51
2025-03-29,3,FIM DE SEMANA,1,25200.0,,,,25200.0,7.0,Maquina Zeta,68.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Eta,68.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Eta,68.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Eta,68.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Theta,69.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Theta,69.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Theta,69.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Iota,68.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Iota,68.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Iota,68.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Kappa,65.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Kappa,65.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Kappa,65.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Lambda,55.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Lambda,55.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Lambda,55.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Sigma,60.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Sigma,60.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Sigma,60.0,sabado,,,,
2025-03-29,1,FIM DE SEMANA,1,22080.0,,,,22080.0,7.0,Maquina Omega,65.0,sabado,,,,
2025-03-29,2,FIM DE SEMANA,1,32760.0,,,,32760.0,7.0,Maquina Omega,65.0,sabado,,,,
2025-03-29,3,FIM DE SEMANA,1,20160.0,,,,20160.0,7.0,Maquina Omega,65.0,sabado,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Alpha,65.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Alpha,65.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,2,30840.0,,,,30840.0,1.0,Maquina Alpha,65.0,domingo,,,,
2025-03-30,1,OPERANDO,15,13931.0,FIM DE SEMANA,4,10002.0,30600.0,1.0,Maquina Beta,65.0,domingo,67.78,99.25,100.0,67.27
2025-03-30,2,OPERANDO,31,19443.0,FIM DE SEMANA,3,3015.0,30600.0,1.0,Maquina Beta,65.0,domingo,75.59,110.89,100.0,83.82
2025-03-30,3,FIM DE SEMANA,1,25200.0,AGUARDANDO CHEFE/PREPARADOR/ENGENHARIA,0,0.0,25200.0,1.0,Maquina Beta,65.0,domingo,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Gamma,67.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Gamma,67.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,1,30840.0,,,,30840.0,1.0,Maquina Gamma,67.0,domingo,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Delta,65.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Delta,65.0,domingo,,,,
2025-03-30,3,Parada planejada,1,25606.0,OPERANDO,6,4073.0,30840.0,1.0,Maquina Delta,65.0,domingo,77.84,98.06,100.0,76.33
2025-03-30,1,FIM DE SEMANA,2,32068.0,OPERANDO,3,804.0,33480.0,1.0,Maquina Epsilon,63.0,domingo,65.58,25.44,100.0,16.68
2025-03-30,2,OPERANDO,21,15952.0,FIM DE SEMANA,1,2699.0,22080.0,1.0,Maquina Epsilon,63.0,domingo,90.73,1.48,100.0,1.34
2025-03-30,3,OPERANDO,20,18728.0,TROCA DE TURNO / LIMPEZA,2,3862.0,30840.0,1.0,Maquina Epsilon,63.0,domingo,64.51,209.18,100.0,134.94
2025-03-30,1,FIM DE SEMANA,1,30600.0,,,,30600.0,1.0,Maquina Zeta,68.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,30600.0,,,,30600.0,1.0,Maquina Zeta,68.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,1,25200.0,,,,25200.0,1.0,Maquina Zeta,68.0,domingo,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Eta,68.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Eta,68.0,domingo,,,,
2025-03-30,3,AUXILIO A OUTRA MAQUINA,1,30656.0,CHECK LIST ROTINA,1,184.0,30840.0,1.0,Maquina Eta,68.0,domingo,0.0,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Theta,69.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Theta,69.0,domingo,,,,
2025-03-30,3,AUXILIO A OUTRA MAQUINA,1,30840.0,PARADA NÃO JUSTIFICADA,0,0.0,30840.0,1.0,Maquina Theta,69.0,domingo,0.0,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Iota,68.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Iota,68.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,1,30840.0,,,,30840.0,1.0,Maquina Iota,68.0,domingo,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Kappa,65.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Kappa,65.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,3,29975.0,OPERANDO,2,826.0,30840.0,1.0,Maquina Kappa,65.0,domingo,95.49,95.19,100.0,90.9
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Lambda,55.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Lambda,55.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,1,30840.0,,,,30840.0,1.0,Maquina Lambda,55.0,domingo,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Sigma,60.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Sigma,60.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,1,30840.0,,,,30840.0,1.0,Maquina Sigma,60.0,domingo,,,,
2025-03-30,1,FIM DE SEMANA,1,33480.0,,,,33480.0,1.0,Maquina Omega,65.0,domingo,,,,
2025-03-30,2,FIM DE SEMANA,1,22080.0,,,,22080.0,1.0,Maquina Omega,65.0,domingo,,,,
2025-03-30,3,FIM DE SEMANA,3,14776.0,OPERANDO,6,8241.0,30840.0,1.0,Maquina Omega,65.0,domingo,57.84,104.47,100.0,60.43
2025-03-31,1,OPERANDO,25,16942.0,MANUTENÇÃO CORRETIVA,3,4858.0,33480.0,2.0,Maquina Alpha,65.0,segunda-feira,53.48,101.74,100.0,54.41
2025-03-31,2,OPERANDO,16,11342.0,Parada planejada,1,7777.0,32760.0,2.0,Maquina Alpha,65.0,segunda-feira,48.93,93.3,100.0,45.65
2025-03-31,3,TURNO NÃO PLANEJADO,1,20160.0,AGUARDANDO FERRAMENTARIA,0,0.0,20160.0,2.0,Maquina Alpha,65.0,segunda-feira,,,,
2025-03-31,1,OPERANDO,11,14006.0,Oportunidadesdemelhoria,4,6976.0,30600.0,2.0,Maquina Beta,65.0,segunda-feira,48.63,115.27,100.0,56.06
2025-03-31,2,OPERANDO,16,15675.0,PREPARAÇÃO,4,3229.0,30600.0,2.0,Maquina Beta,65.0,segunda-feira,54.43,123.56,100.0,67.25
2025-03-31,3,OPERANDO,29,13703.0,ProblemasProcesso,8,2115.0,25200.0,2.0,Maquina Beta,65.0,segunda-feira,57.91,116.73,100.0,67.6
2025-03-31,1,OPERANDO,16,13041.0,PREPARAÇÃO,6,4531.0,33480.0,2.0,Maquina Gamma,67.0,segunda-feira,44.74,79.9,100.0,35.75
2025-03-31,2,ProblemasManutencao,2,10178.0,OPERANDO,11,8084.0,32760.0,2.0,Maquina Gamma,67.0,segunda-feira,26.11,100.25,100.0,26.18
2025-03-31,3,OPERANDO,18,12149.0,ProblemasProcesso,16,2620.0,20160.0,2.0,Maquina Gamma,67.0,segunda-feira,71.36,112.24,100.0,80.09
2025-03-31,1,OPERANDO,22,23933.0,Oportunidadesdemelhoria,3,2370.0,33480.0,2.0,Maquina Delta,65.0,segunda-feira,75.55,109.78,100.0,82.94
2025-03-31,2,OPERANDO,19,18765.0,REFEIÇÃO,1,2848.0,32760.0,2.0,Maquina Delta,65.0,segunda-feira,60.61,105.98,100.0,64.23
2025-03-31,3,OPERANDO,23,7762.0,ProblemasManutencao,3,2257.0,20160.0,2.0,Maquina Delta,65.0,segunda-feira,41.74,61.99,100.0,25.87
2025-03-31,1,OPERANDO,22,16018.0,Oportunidadesdemelhoria,5,4976.0,33480.0,2.0,Maquina Epsilon,63.0,segunda-feira,50.56,100.47,100.0,50.8
2025-03-31,2,OPERANDO,21,12102.0,Oportunidadesdemelhoria,2,10377.0,32760.0,2.0,Maquina Epsilon,63.0,segunda-feira,39.09,98.42,100.0,38.47
2025-03-31,3,OPERANDO,11,5525.0,PREPARAÇÃO,4,2871.0,20160.0,2.0,Maquina Epsilon,63.0,segunda-feira,29.84,73.04,100.0,21.8
2025-03-31,1,OPERANDO,22,14110.0,Oportunidadesdemelhoria,1,3682.0,30600.0,2.0,Maquina Zeta,68.0,segunda-feira,48.99,97.15,100.0,47.59
2025-03-31,2,OPERANDO,14,13204.0,Oportunidadesdemelhoria,2,7176.0,30600.0,2.0,Maquina Zeta,68.0,segunda-feira,46.14,112.73,100.0,52.01
2025-03-31,3,AUXILIO A OUTRA MAQUINA,2,15961.0,OPERANDO,9,5222.0,25200.0,2.0,Maquina Zeta,68.0,segunda-feira,20.72,101.38,100.0,21.01
2025-03-31,1,Parada planejada,2,31678.0,PRODUÇÃO SEM ORDEM,2,428.0,33480.0,2.0,Maquina Eta,68.0,segunda-feira,42.51,20.4,100.0,8.67
2025-03-31,2,OPERANDO,10,9976.0,Oportunidadesdemelhoria,2,5623.0,32760.0,2.0,Maquina Eta,68.0,segunda-feira,38.75,97.1,100.0,37.63
2025-03-31,3,OPERANDO,9,10599.0,PREPARAÇÃO,2,2247.0,20160.0,2.0,Maquina Eta,68.0,segunda-feira,57.38,105.45,100.0,60.51
2025-03-31,1,OPERANDO,19,16254.0,Oportunidadesdemelhoria,3,6206.0,33480.0,2.0,Maquina Theta,69.0,segunda-feira,51.31,102.76,100.0,52.73
2025-03-31,2,OPERANDO,21,17614.0,Oportunidadesdemelhoria,3,4406.0,32760.0,2.0,Maquina Theta,69.0,segunda-feira,56.89,105.31,100.0,59.91
2025-03-31,3,OPERANDO,13,10146.0,ProblemasProcesso,7,2265.0,20160.0,2.0,Maquina Theta,69.0,segunda-feira,55.08,100.72,100.0,55.48
2025-03-31,1,OPERANDO,12,14091.0,Parada planejada,1,4933.0,33480.0,2.0,Maquina Iota,68.0,segunda-feira,52.68,106.36,100.0,56.03
2025-03-31,2,OPERANDO,17,21480.0,REFEIÇÃO,1,2919.0,32760.0,2.0,Maquina Iota,68.0,segunda-feira,69.44,100.59,100.0,69.85
2025-03-31,3,TURNO NÃO PLANEJADO,1,20160.0,OPERANDO,0,0.0,20160.0,2.0,Maquina Iota,68.0,segunda-feira,,,,
2025-03-31,1,ProblemasManutencao,2,8326.0,OPERANDO,18,6440.0,33480.0,2.0,Maquina Kappa,65.0,segunda-feira,20.33,77.13,100.0,15.68
2025-03-31,2,OPERANDO,25,15269.0,ProblemasManutencao,2,3626.0,32760.0,2.0,Maquina Kappa,65.0,segunda-feira,49.32,102.74,100.0,50.67
